,Date,S&P_Open,S&P_Close,S&P_Volume,PRIME,t_3m_Close,t_10y_Close,cpi_Value,cpi_MoM%,oil_Price,unemp_rate,PE_Ratio,Div_Ratio,EY_Ratio,CS_Index,vo_Open,vo_Close,GF_Open,GF_Close,GF_Volume,Nas_Open,Nas_Close,Nas_Volume,Nk_Open,Nk_Close,Nk_Volume,fx_Price,fx_change%,Close_t-1,return(%),return_class,Close_t+1,return(%)_t+1,return_class_t+1
3500,2008-10-08,988.91,984.94,8716330000.0,4.5,0.64,3.715,216.995,-1.8,88.94,6.5,27.22,39.07,3.67,70.3,53.68,57.529999,879.7,903.1,310.0,1710.959961,1740.329956,3516070000.0,10011.639648,9203.320313,205500000.0,1.1285,2.2,996.23,-1.1332724370878173,-1,909.92,-7.616707616707625,-1
3501,2008-10-07,1057.6,996.23,7069210000.0,5.0,0.785,3.506,216.995,-1.8,90.18,6.5,27.22,39.07,3.67,70.3,52.049999,53.68,862.1,878.4,41.0,1867.969971,1754.880005,2825810000.0,10328.540039,10155.900391,210800000.0,1.1042,0.15,1056.89,-5.739480929898105,-1,984.94,-1.1332724370878173,-1
3502,2008-10-06,1097.56,1056.89,7956020000.0,5.0,0.41,3.426,216.995,-1.8,88.15,6.5,27.22,39.07,3.67,70.3,45.119999,52.049999,828.8,862.7,510.0,1898.630005,1862.959961,3502250000.0,10817.269531,10473.089844,185000000.0,1.1025,1.83,1099.23,-3.8517871601029734,-1,996.23,-5.739480929898105,-1
3503,2008-10-03,1115.16,1099.23,6716120000.0,5.0,0.47,3.644,216.995,-1.8,93.91,6.5,27.22,39.07,3.67,70.3,45.220001,45.139999,832.5,828.9,228.0,2005.920044,1947.390015,2501480000.0,11052.099609,10938.139648,174400000.0,1.0827,0.25,1114.28,-1.3506479520407757,-1,1056.89,-3.8517871601029734,-1
3504,2008-10-02,1160.64,1114.28,6285640000.0,5.0,0.59,3.646,216.995,-1.8,93.84,6.5,27.22,39.07,3.67,70.3,39.82,45.259998,870.4,839.0,462.0,2052.51001,1976.719971,2173750000.0,11423.129883,11154.759766,156400000.0,1.08,1.7,1161.06,-4.029076878025251,-1,1099.23,-1.3506479520407757,-1
3505,2008-10-01,1164.17,1161.06,5782130000.0,5.0,0.8,3.768,216.995,-1.8,98.23,6.5,27.22,39.07,3.67,70.3,39.389999,39.810001,878.0,880.7,304.0,2075.100098,2069.399902,1899330000.0,11396.610352,11368.259766,142400000.0,1.0619,-0.24,1166.36,-0.4544051579272227,0,1114.28,-4.029076878025251,-1
3506,2008-09-30,1113.78,1166.36,4937680000.0,5.0,0.9,3.827,218.69,0.1,100.7,6.1,26.83,39.07,3.73,70.3,43.77,39.389999,904.8,874.2,879.0,2033.689941,2091.879883,2376240000.0,11565.700195,11259.860352,165000000.0,1.0645,1.81,1106.42,5.417472569187092,1,1161.06,-0.4544051579272227,0
3507,2008-09-29,1209.07,1106.42,7305060000.0,5.0,0.45,3.632,218.69,0.1,96.29,6.1,26.83,38.74,3.73,61.2,36.919998,46.720001,871.3,888.2,2943.0,2147.159912,1983.72998,2808100000.0,11883.25,11743.610352,122500000.0,1.0456,1.16,1213.27,-8.806778375794334,-1,1166.36,5.417472569187092,1
3508,2008-09-26,1204.47,1213.27,5383610000.0,5.0,0.83,3.827,218.69,0.1,106.77,6.1,26.83,38.74,3.73,61.2,32.82,34.740002,884.2,882.9,13695.0,2144.060059,2183.340088,1949200000.0,12026.339844,11893.160156,131400000.0,1.0336,-0.01,1209.18,0.3382457533204253,0,1106.42,-8.806778375794334,-1
3509,2008-09-25,1187.87,1209.18,5877640000.0,5.0,0.71,3.862,218.69,0.1,111.54,6.1,26.83,38.74,3.73,61.2,35.189999,32.82,891.5,877.7,92.0,2172.26001,2186.570068,1846330000.0,11925.709961,12006.530273,113500000.0,1.0337,-0.5,1185.87,1.9656454754737176,1,1213.27,0.3382457533204253,0
3510,2008-09-24,1188.79,1185.87,4820360000.0,5.0,0.44,3.771,218.69,0.1,106.84,6.1,26.83,38.74,3.73,61.2,35.700001,35.189999,879.5,889.0,185.0,2167.550049,2155.679932,1818170000.0,12031.980469,12115.030273,152600000.0,1.0389,0.13,1188.22,-0.1977748228442659,0,1209.18,1.9656454754737176,1
3511,2008-09-23,1207.61,1188.22,5185730000.0,5.0,0.8,3.841,218.69,0.1,107.85,6.1,26.83,38.74,3.73,61.2,33.849998,35.720001,892.4,885.5,184.0,2190.709961,2153.330078,1974180000.0,12037.889648,12090.589844,150500000.0,1.0375,0.13,1207.09,-1.5632637168728007,-1,1185.87,-0.1977748228442659,0
3512,2008-09-22,1255.37,1207.09,5368130000.0,5.0,0.875,3.826,218.69,0.1,122.61,6.1,26.83,38.74,3.73,61.2,32.400002,33.849998,888.8,903.9,20.0,2265.77002,2178.97998,1881160000.0,12037.889648,12090.589844,150500000.0,1.0362,-1.01,1255.08,-3.8236606431462548,-1,1188.22,-1.5632637168728007,-1
3513,2008-09-19,1213.11,1255.08,9387170000.0,5.0,0.92,3.769,218.69,0.1,104.05,6.1,26.83,38.74,3.73,61.2,33.07,32.07,860.6,860.6,112.0,2303.899902,2273.899902,3898230000.0,11631.599609,11920.860352,184700000.0,1.0468,-1.14,1206.51,4.025660790213089,1,1207.09,-3.8236606431462548,-1
3514,2008-09-18,1157.08,1206.51,10082690000.0,5.0,0.07,3.437,218.69,0.1,97.5,6.1,26.83,38.74,3.73,61.2,36.099998,33.099998,869.9,892.7,59.0,2137.419922,2199.100098,3867290000.0,11576.94043,11489.299805,163000000.0,1.0589,-1.31,1156.39,4.334177915755055,1,1255.08,4.025660790213089,1
3515,2008-09-17,1210.34,1156.39,9431870000.0,5.0,0.02,3.41,218.69,0.1,97.39,6.1,26.83,38.74,3.73,61.2,31.959999,36.220001,782.9,846.6,26.0,2177.580078,2098.850098,3102010000.0,11737.620117,11749.790039,158100000.0,1.073,0.18,1213.6,-4.714073829927473,-1,1206.51,4.334177915755055,1
3516,2008-09-16,1188.31,1213.6,9459830000.0,5.0,0.86,3.491,218.69,0.1,91.49,6.1,26.83,38.74,3.73,61.2,31.700001,30.299999,777.7,776.5,2.0,2149.649902,2207.899902,3187630000.0,12028.450195,11609.719727,184000000.0,1.0711,0.21,1192.7,1.75232665381067,1,1156.39,-4.714073829927473,-1
3517,2008-09-15,1250.92,1192.7,8279510000.0,5.0,0.81,3.483,218.69,0.1,95.52,6.1,26.83,38.74,3.73,61.2,25.66,31.700001,778.1,783.1,19.0,2202.280029,2179.909912,2697820000.0,12256.780273,12214.759766,194600000.0,1.0689,0.83,1251.7,-4.713589518255173,-1,1213.6,1.75232665381067,1
3518,2008-09-12,1245.88,1251.7,6273260000.0,5.0,1.46,3.73,218.69,0.1,101.19,6.1,26.83,38.74,3.73,61.2,24.799999,25.66,750.5,760.3,12.0,2239.25,2261.27002,1973590000.0,12256.780273,12214.759766,194600000.0,1.0601,-1.22,1249.05,0.212161242544341,0,1192.7,-4.713589518255173,-1
3519,2008-09-11,1229.04,1249.05,6869250000.0,5.0,1.58,3.622,218.69,0.1,100.95,6.1,26.83,38.74,3.73,61.2,25.379999,24.389999,756.6,741.3,25.0,2199.030029,2258.219971,2269670000.0,12237.519531,12102.5,131600000.0,1.0732,-0.01,1232.04,1.380636992305444,1,1251.7,0.212161242544341,0
3520,2008-09-10,1227.5,1232.04,6543440000.0,5.0,1.62,3.641,218.69,0.1,102.66,6.1,26.83,38.74,3.73,61.2,25.469999,24.52,776.6,757.9,56.0,2232.209961,2228.699951,2250360000.0,12249.139648,12346.629883,155200000.0,1.0733,0.16,1224.51,0.6149398534924151,1,1249.05,1.380636992305444,1
3521,2008-09-09,1267.98,1224.51,7380630000.0,5.0,1.64,3.596,218.69,0.1,103.23,6.1,26.83,38.74,3.73,61.2,22.690001,25.469999,802.0,787.1,29.0,2269.929932,2209.810059,2590590000.0,12529.959961,12400.650391,119600000.0,1.0716,0.54,1267.79,-3.4138145907445216,-1,1232.04,0.6149398534924151,1
3522,2008-09-08,1249.5,1267.79,7351340000.0,5.0,1.67,3.665,218.69,0.1,106.35,6.1,26.83,38.74,3.73,61.2,22.219999,22.639999,811.0,797.5,88.0,2296.179932,2269.76001,2566300000.0,12359.929688,12624.459961,135100000.0,1.0658,0.33,1242.31,2.051017861886326,1,1224.51,-3.4138145907445216,-1
3523,2008-09-05,1233.21,1242.31,5017080000.0,5.0,1.64,3.66,218.69,0.1,106.47,6.1,26.83,38.74,3.73,61.2,24.540001,23.059999,794.7,797.6,85.0,2241.620117,2255.879883,2261030000.0,12385.650391,12212.230469,155700000.0,1.0623,-0.86,1236.83,0.4430681661990749,0,1267.79,2.051017861886326,1
3524,2008-09-04,1271.8,1236.83,5212500000.0,5.0,1.65,3.643,218.69,0.1,107.99,6.1,26.83,38.74,3.73,61.2,22.02,24.030001,801.4,797.9,76.0,2315.179932,2259.040039,2332320000.0,12627.639648,12557.660156,145200000.0,1.0715,0.95,1274.98,-2.99220379927529,-1,1242.31,0.4430681661990749,0
3525,2008-09-03,1276.61,1274.98,5056980000.0,5.0,1.665,3.697,218.69,0.1,109.38,6.1,26.83,38.74,3.73,61.2,21.99,21.43,805.6,802.7,28.0,2346.810059,2333.72998,2062140000.0,12703.360352,12689.589844,129300000.0,1.0614,-0.55,1277.58,-0.20350976064120516,0,1236.83,-2.99220379927529,-1
3526,2008-09-02,1287.83,1277.58,4783560000.0,5.0,1.65,3.746,218.69,0.1,109.63,6.1,26.83,38.74,3.73,61.2,20.65,21.99,829.9,805.0,185.0,2402.110107,2349.23999,2010580000.0,12779.889648,12609.469727,126600000.0,1.0673,0.04,1282.83,-0.4092514206870747,0,1274.98,-0.20350976064120516,0
3527,2008-08-29,1296.49,1282.83,3288120000.0,5.0,1.69,3.813,218.69,0.1,115.55,6.1,26.83,38.74,3.73,61.2,19.43,20.65,831.7,829.3,116.0,2388.669922,2367.52002,1559030000.0,12925.450195,13072.870117,120700000.0,1.0638,1.23,1300.68,-1.3723590737152978,-1,1277.58,-0.4092514206870747,0
3528,2008-08-28,1283.79,1300.68,3854280000.0,5.0,1.7,3.795,218.69,0.1,115.58,6.1,26.83,38.74,3.73,61.2,19.360001,19.43,828.0,830.9,503.0,2390.110107,2411.639893,1582680000.0,12827.719727,12768.25,89700000.0,1.0509,0.36,1281.66,1.4840129207434094,1,1282.83,-1.3723590737152978,-1
3529,2008-08-27,1271.29,1281.66,3499610000.0,5.0,1.64,3.772,218.69,0.1,118.17,6.1,26.83,38.74,3.73,61.2,20.48,19.76,830.3,828.1,423.0,2362.860107,2382.459961,1540700000.0,12734.389648,12752.959961,86900000.0,1.0471,-0.1,1271.51,0.7982634820017216,1,1300.68,1.4840129207434094,1
3530,2008-08-26,1267.03,1271.51,3587570000.0,5.0,1.675,3.784,218.69,0.1,116.31,6.1,26.83,38.74,3.73,61.2,20.98,20.49,826.0,822.2,142.0,2364.310059,2361.969971,1256980000.0,12711.030273,12778.709961,87100000.0,1.0482,-0.3,1266.84,0.36863376590572394,0,1281.66,0.7982634820017216,1
3531,2008-08-25,1290.47,1266.84,3420600000.0,5.0,1.645,3.791,218.69,0.1,114.85,6.1,26.83,38.74,3.73,61.2,18.780001,20.969999,819.8,819.8,44.0,2399.72998,2365.590088,2366920000.0,12797.540039,12878.660156,86600000.0,1.0514,0.4,1292.2,-1.9625444977557753,-1,1271.51,0.36863376590572394,0
3532,2008-08-22,1277.59,1292.2,3741070000.0,5.0,1.665,3.867,218.69,0.1,114.48,6.1,26.83,38.74,3.73,61.2,19.83,18.809999,832.3,827.4,21.0,2390.340088,2414.709961,1365910000.0,12727.370117,12666.040039,87900000.0,1.0472,0.36,1277.72,1.13326863475566,1,1266.84,-1.9625444977557753,-1
3533,2008-08-21,1271.07,1277.72,4032590000.0,5.0,1.685,3.838,218.69,0.1,121.23,6.1,26.83,38.74,3.73,61.2,20.43,19.82,825.8,833.0,99.0,2371.540039,2380.379883,1562430000.0,12885.339844,12752.209961,105200000.0,1.0434,-1.61,1274.54,0.24950178103473128,0,1292.2,1.13326863475566,1
3534,2008-08-20,1267.34,1274.54,4555030000.0,5.0,1.67,3.799,218.69,0.1,115.48,6.1,26.83,38.74,3.73,61.2,21.299999,20.42,814.9,810.3,87.0,2396.580078,2389.080078,1746470000.0,12753.980469,12851.69043,110400000.0,1.0605,-0.02,1266.69,0.6197254261105645,1,1277.72,0.24950178103473128,0
3535,2008-08-19,1276.65,1266.69,4159760000.0,5.0,1.765,3.842,218.69,0.1,114.39,6.1,26.83,38.74,3.73,61.2,21.76,21.280001,789.6,811.1,48.0,2404.949951,2384.360107,1716280000.0,13016.5,12865.049805,103300000.0,1.0607,-0.36,1278.6,-0.9314875645236864,-1,1274.54,0.6197254261105645,1
3536,2008-08-18,1298.14,1278.6,3829290000.0,5.0,1.74,3.816,218.69,0.1,112.92,6.1,26.83,38.74,3.73,61.2,19.58,20.98,792.0,799.7,22.0,2456.959961,2416.97998,1632610000.0,12971.490234,13165.450195,114100000.0,1.0645,0.5,1298.2,-1.509782776151605,-1,1266.69,-0.9314875645236864,-1
3537,2008-08-15,1293.85,1298.2,4041820000.0,5.0,1.8,3.852,218.69,0.1,113.46,6.1,26.83,38.74,3.73,61.2,20.24,19.58,796.9,786.0,134.0,2463.100098,2452.52002,1742180000.0,12991.910156,13019.410156,94700000.0,1.0592,-0.54,1292.93,0.40760133959301603,0,1278.6,-1.509782776151605,-1
3538,2008-08-14,1282.11,1292.93,4064000000.0,5.0,1.83,3.892,218.69,0.1,115.05,6.1,26.83,38.74,3.73,61.2,22.299999,20.34,831.4,808.2,67.0,2414.409912,2453.669922,1835830000.0,12942.610352,12956.799805,116400000.0,1.065,0.23,1285.83,0.5521725266948304,1,1298.2,0.40760133959301603,0
3539,2008-08-13,1288.64,1285.83,4787600000.0,5.0,1.815,3.947,218.69,0.1,115.96,6.1,26.83,38.74,3.73,61.2,21.57,21.549999,810.9,825.0,155.0,2424.320068,2428.620117,1995490000.0,13205.639648,13023.049805,125200000.0,1.0626,-0.19,1289.59,-0.2915655363332525,0,1292.93,0.5521725266948304,1
3540,2008-08-12,1304.79,1289.59,4711290000.0,5.0,1.825,3.918,218.69,0.1,113.1,6.1,26.83,38.74,3.73,61.2,20.639999,21.17,826.4,808.2,99.0,2434.26001,2430.610107,2052610000.0,13397.990234,13303.599609,125200000.0,1.0646,-0.42,1305.32,-1.205068488952902,-1,1285.83,-0.2915655363332525,0
3541,2008-08-11,1294.42,1305.32,5067310000.0,5.0,1.77,4.002,218.69,0.1,114.44,6.1,26.83,38.74,3.73,61.2,20.66,20.120001,858.3,821.5,286.0,2407.550049,2439.949951,2272240000.0,13259.459961,13430.910156,113800000.0,1.0691,0.22,1296.32,0.6942730190076525,1,1289.59,-1.205068488952902,-1
3542,2008-08-08,1266.29,1296.32,4966810000.0,5.0,1.665,3.95,218.69,0.1,115.42,6.1,26.83,38.74,3.73,61.2,21.15,20.66,868.8,857.8,303.0,2356.840088,2414.100098,2189630000.0,13026.530273,13168.410156,162300000.0,1.0667,1.28,1266.07,2.389283372957262,1,1305.32,0.6942730190076525,1
3543,2008-08-07,1286.51,1266.07,5319380000.0,5.0,1.63,3.935,218.69,0.1,119.84,6.1,26.83,38.74,3.73,61.2,20.23,21.15,882.2,870.7,335.0,2362.790039,2355.72998,2189120000.0,13257.990234,13124.990234,135900000.0,1.0532,0.47,1289.19,-1.793374134146256,-1,1296.32,2.389283372957262,1
3544,2008-08-06,1283.99,1289.19,4873420000.0,5.0,1.6,4.048,218.69,0.1,118.57,6.1,26.83,38.74,3.73,61.2,21.66,20.23,880.7,875.6,1330.0,2349.169922,2378.370117,2228710000.0,13059.429688,13254.889648,156300000.0,1.0483,0.55,1284.88,0.335439885436768,0,1266.07,-1.793374134146256,-1
3545,2008-08-05,1254.87,1284.88,1219310000.0,5.0,1.71,4.007,218.69,0.1,118.71,6.1,26.83,38.74,3.73,61.2,22.99,21.139999,895.4,878.6,790.0,2308.139893,2349.830078,2324730000.0,12957.009766,12914.660156,144600000.0,1.0426,0.52,1249.01,2.8718745246235113,1,1289.19,0.335439885436768,0
3546,2008-08-04,1253.27,1249.01,4562280000.0,5.0,1.66,3.972,218.69,0.1,121.45,6.1,26.83,38.74,3.73,61.2,23.530001,23.49,912.7,900.1,2415.0,2309.75,2285.560059,2010200000.0,13083.280273,12933.179688,142000000.0,1.0372,0.98,1260.31,-0.8966048035800679,-1,1284.88,2.8718745246235113,1
